Time,B-G,B-G error,TIme,G-R,G-R error,TIme,B-R,B-R error
2022.73776599947,0.1492615839387,0.0789579755465265,2022.73777389517,0.269778772586,0.131079580445365,2022.73776885323,0.850444565257,0.0558189514034503
2022.73776637994,0.051077513215,0.0753825335356153,2022.73777408541,0.2844664115652,0.130385203460316,2022.73776942417,0.9115698793501,0.0559119417699787
2022.73776688723,0.1112312890465,0.0728624509654969,2022.73777456099,0.3192853865343,0.130690120821557,2022.73776948759,0.5514972317907,0.0560101474162727
2022.7377672677,0.1837119974696,0.0686796669544131,2022.73777506853,0.3128047431343,0.156292571620267,2022.73777040705,1.1601071767771,0.0559199641594435
2022.73776739476,0.3372866501072,0.0712446867784554,2022.73777519535,0.2521002341302,0.125587709372074,2022.73777072411,0.8535049383919,0.0560214367319745
2022.73776777523,0.2960080261648,0.0927282216629309,2022.73777525876,0.3143004044619,0.126612783377045,2022.73777085093,1.1897760619814,0.0595146512170384
2022.7377681557,0.3186169242502,0.0709025329025804,2022.73777576605,0.3163623356826,0.0966223564248188,2022.73777123164,1.2883265640234,0.0559946896633116
2022.73776840935,0.4379380875433,0.0691546383035383,2022.73777627334,0.2897079091954,0.0733770278918792,2022.73777173894,1.2990986876827,0.0562312175435259
2022.73776942417,0.4726630306081,0.0661935380781563,2022.73777665381,0.2687405573885,0.0817262954120171,2022.73777186576,1.2724885286089,0.056297733896518
2022.73776948759,0.5438998516859,0.065877077830671,2022.73777678064,0.2904717169055,0.0792814073178334,2022.73777211941,1.2284906878777,0.0561401935953355
2022.73777040705,0.6810749059641,0.0652987330224995,2022.73777684429,0.1866581217511,0.0761970144012705,2022.73777275352,1.1563275898893,0.0563446051031004
2022.73777072411,0.6847982694416,0.0644878717105826,2022.73777709794,0.3094151223855,0.077844464048782,2022.7377735147,1.0832339609289,0.0566195399325271
2022.73777085093,0.786396594389,0.0643027526822304,2022.73777747841,0.3586706567632,0.0987769536561106,2022.73777389517,1.1787729627043,0.0562378571781631
2022.73777123164,0.8283075788298,0.064109672779747,2022.73777785887,0.3470184564905,0.076464738151538,2022.73777408541,1.2160781280239,0.0564073920434249
2022.73777173894,0.8926581030763,0.0640032545329313,2022.73777792229,0.3222109030294,0.0757341926887827,2022.73777456099,1.2473459114722,0.0563139902100379
2022.73777186576,0.9223565446613,0.0637024871883487,2022.73777836617,0.3288223248948,0.0850307453327051,2022.73777468781,1.2478903380922,0.058894425091248
2022.73777211941,0.8879702501809,0.063493778713577,2022.73777842958,0.2961266158888,0.162993523208208,2022.73777506853,1.2636942511382,0.0565374332382572
2022.73777345129,0.8456177274786,0.0641705925324631,2022.73777890541,0.2888592920839,0.0739246079938897,2022.73777519535,1.2442671993611,0.0568189950254245
2022.7377735147,0.8156055345044,0.14177348745797,2022.73777922246,0.2553789192928,0.0738872872212456,2022.73777576605,1.2186265862189,0.0567420561229891
2022.73777389517,0.9089941901183,0.0649689295994715,2022.73777953952,0.2047698279863,0.0742120181361578,2022.73777589288,0.7183888123677,0.0568121066359547
2022.73777408541,0.9316117164587,0.0636614900396741,2022.73777960293,0.2661922901758,0.0740796663008237,2022.73777627334,1.170075126694,0.0566076796791753
2022.73777456099,0.9280605249379,0.0637718262383868,2022.73778017364,0.1684908176082,0.0738829921146251,2022.73777665381,1.1453970350474,0.0567050091489614
2022.73777506853,0.9508895080039,0.06321492739729,2022.73778030046,0.1597136007534,0.0735255885661898,2022.73777678064,1.1313429386455,0.0569425441643267
2022.73777519535,0.9921669652309,0.0635230336574096,2022.7377813787,0.1567660846274,0.0739229309236276,2022.73777684429,1.0539567167837,0.0574524080474288
2022.73777576605,0.9022642505363,0.0638768149103994,2022.73778245669,0.1522873220515,0.146465061825524,2022.73777747841,1.0977803889875,0.0574835053347876
2022.73777589288,0.8615496580784,0.0638847561363316,2022.73778277399,0.16167854473,0.0733199561646027,2022.73777785887,1.0520895110201,0.0572904874467023
2022.73777627334,0.8803672174986,0.0670420745388433,2022.73778312276,0.2348860951352,0.0733022441421188,2022.73777792229,1.0609250723096,0.0582780967665427
2022.73777665381,0.8766564776589,0.0664442092789956,2022.73778382028,0.1822522651028,0.0734076580932847,2022.73777842958,0.9919857579643,0.0614295566366153
2022.73777678064,0.84087122174,0.0639943587897811,2022.73778413734,0.1761762491077,0.0730822460142198,2022.73777890541,1.0340841449531,0.0606710933106952
2022.73777684429,0.8672985950326,0.0650915504093948,2022.73778413734,0.1678423537418,0.0732846353311791,2022.73777922246,1.0081870837362,0.0581693568290886
2022.73777747841,0.7391097322243,0.0652768916129409,2022.73778451805,0.3423431570902,0.0732834062051401,2022.73777953952,0.9170169316052,0.0584919566959345
2022.73777785887,0.7050710545296,0.0648867432726965,2022.73778515217,0.1867112922844,0.0735875292303644,2022.73777960293,1.0209685056339,0.0590253455522357
2022.73777792229,0.7387141692802,0.106243626598887,2022.73778527899,0.1996608392557,0.0761999342910383,2022.73778017364,0.7800214939075,0.0618680267898424
2022.73777842958,0.6958591420755,0.0648598855663542,2022.73778565946,0.2553022604106,0.0740103729477291,2022.73778030046,0.8249896268272,0.0598975045437087
2022.73777890541,0.7452248528692,0.0651764329189372,2022.73778597652,0.2547459126684,0.0736260034387031,2022.73778036387,0.515018510924,0.0600121532329684
2022.73777922246,0.7528081644434,0.0646496743821733,2022.73778597652,0.2579693265912,0.0745355601065465,2022.73778074458,0.5467410214418,0.0598313463170893
2022.73777953952,0.7122471036189,0.323618865891452,2022.73778635723,0.2351585578439,0.0747002596527116,2022.73778099823,0.80348522565,0.0608551979365383
2022.73777960293,0.7547762154581,0.064851278030984,2022.73778654746,0.2309052963529,0.0742200790581987,2022.7377813787,0.7913062592729,0.0595904827411614
2022.73778017364,0.6115306762993,0.0645432172002708,2022.73778680111,0.2172564591182,0.112313537661866,2022.73778232987,0.4053221445188,0.0602475624768594
2022.73778030046,0.6652760260738,0.0655786617050641,2022.73778743522,0.175577010805,0.0744715549992119,2022.73778245669,0.6997627009808,0.0601318667888769
2022.73778036387,0.6395749818384,0.0655198352946812,2022.73778753034,0.1037304187673,0.074777019487231,2022.73778277399,0.6387816363033,0.0610346529164446
2022.73778074458,0.6348274200449,0.066045458373424,2022.73778772058,0.2189928899689,0.0741604429641023,2022.73778312276,0.6352621276159,0.0621317277048246
2022.73778099823,0.6685660777063,0.0681401200878509,2022.73778829152,0.1187731333189,0.325644860055489,2022.73778382028,0.531084863396,0.0607432035203343
2022.7377813787,0.6345401746455,0.0676084491786854,2022.73778917928,0.1821267696434,0.0741764732826261,2022.73778413734,0.5574685324057,0.0606416191458425
2022.73778182258,0.6409976098305,0.0654950391415567,2022.73778943293,0.0856828149023,0.0685022697790163,2022.73778413734,0.5687069777626,0.0606278446050891
2022.7377819494,0.629521718076,0.066032864380563,2022.73778962316,0.1553483906974,0.0744659298845027,2022.73778451805,0.591478078281,0.0605561923681195
2022.73778232987,0.5896231572537,0.0668971706856664,2022.73779006704,0.2111113133223,0.074000051765258,2022.7377847717,0.5146746987189,0.0602803260594505
2022.73778245669,0.5474753789293,0.0688543328088437,2022.73779057458,0.2193027194417,0.0747225285032317,2022.73778527899,0.6450551292374,0.0605610003261994
2022.73778277399,0.4771030915733,0.0668089147544175,2022.73779089164,0.1484733795288,0.0747995819678635,2022.73778565946,0.6076011498356,0.0610137154410339
2022.73778312276,0.4003760324807,0.0665912969364142,2022.73779101846,0.1855524888734,0.0747434771342596,2022.73778597652,0.6823469511387,0.0611157163787078
2022.73778382028,0.3488325982932,0.0664077014007529,2022.7377912721,0.2499403439739,0.0741643903009469,2022.73778597652,0.6743490551525,0.0625439699869333
2022.73778413734,0.381292283298,0.0678244230112206,2022.73779133552,0.1693275372698,0.0742373593438122,2022.73778635723,0.6978452153941,0.0613930968900289
2022.73778413734,0.4008646240208,0.067143109419612,2022.7377918111,0.2490055866122,0.0744540942333932,2022.73778654746,0.7511074875176,0.0609492082377234
2022.73778451805,0.2491349211908,0.0681377392737957,2022.73779231864,0.1951503129292,0.074780557715652,2022.73778680111,0.7480105286916,0.0612847823217112
2022.7377847717,0.5678001085983,0.0683114890498967,2022.73779250887,0.2648285202741,0.0753655662706133,2022.73778737181,0.5368611021475,0.0617978302212552
2022.73778527899,0.4453942899817,0.0678420107426718,2022.73779257228,0.1458667332551,0.0748890296599615,2022.73778743522,0.7468023723304,0.0610318761073068
2022.73778565946,0.352298889425,0.0716863033747558,2022.73779269911,0.1471563783244,0.0746557640063498,2022.73778753034,0.7791259545927,0.0609013676055783
2022.73778597652,0.4276010384703,0.12849228739606,2022.73779288934,0.1752408328179,0.0746189641722525,2022.73778772058,0.7395458710041,0.0609664921033911
2022.73778597652,0.4163797285613,0.0684051186577478,2022.73779358687,0.10629464911,0.0746611055914063,2022.73778829152,0.8048226749484,0.0625451348575116
2022.73778635723,0.4626866575502,0.0681248512544803,2022.7377940944,0.0320364016853,0.0752802589861436,2022.73778917928,0.6265701342435,0.060996904627995
2022.73778654746,0.5202021911647,0.0678463024534527,2022.73779460169,0.1121429061159,0.0756258965329133,2022.73778962316,0.5683987627374,0.0611353668446198
2022.73778680111,0.5307540695734,0.0680370130246809,2022.73779542604,0.0976479983392,0.0761788074414366,2022.73779006704,0.4570293379176,0.0609152551012802
2022.73778737181,0.5660766391126,0.0699296520438008,2022.7377957431,0.1764386961888,0.076341002779177,2022.73779057458,0.397215013816,0.0614363166705118
2022.73778743522,0.5712253615254,0.0684012346996444,2022.73779587017,0.1331131235005,0.076304267530063,2022.73779089164,0.3149008362417,0.0624105794907889
2022.73778753034,0.6753955358254,0.0682297754736403,2022.7377960604,0.1644377847046,0.0780454848400568,2022.73779101846,0.4253435654084,0.062221434364129
2022.73778772058,0.5205529810352,0.0678509385810988,2022.73779640916,0.1269874259555,0.132798902195078,2022.7377912721,0.4889344787352,0.0621192814140156
2022.73778791081,0.7111239053944,0.0707087635524723,2022.73779678963,0.1841035044753,0.0777748266786749,2022.73779133552,0.4037671328008,0.0620660032059931
2022.73778829152,0.6860495416295,0.0690125166944777,2022.73779729692,0.2043547078692,0.076374970393179,2022.73779231864,0.6903608375903,0.128569520160867
2022.73778917928,0.4444433646001,0.060747421366202,2022.73779761398,0.1410039456021,0.0762753911546125,2022.73779250887,0.5805244028738,0.0613870754472674
2022.73778962316,0.41305037204,0.0676176632365884,2022.73779780446,0.1219837995692,0.0755501503046576,2022.73779257228,0.4908470901867,0.0614729164729919
2022.73779006704,0.2459180245953,0.205303973558192,2022.73779799469,0.2106441939567,0.0758082532601416,2022.73779269911,0.4968154100092,0.0613032393039326
2022.73779057458,0.1779122943743,0.126427854819108,2022.7377980581,0.1797264637528,0.0763784199536307,2022.73779288934,0.5347134880998,0.0609656480776849
2022.73779089164,0.1664274567129,0.0685142703001222,2022.73779831175,0.2623917839866,0.0759255842482174,2022.73779396758,0.3157290635101,0.061531426784045
2022.73779101846,0.239791076535,0.0674803814194811,2022.7377985654,0.209285130606,0.0761015415335533,2022.7377940944,0.3363391552102,0.0613718190002211
2022.7377912721,0.2389941347613,0.0678265622627466,2022.7377991361,0.1888268562058,0.075578563173634,2022.73779434805,0.1953847221272,0.061214494723489
2022.73779133552,0.234439595531,0.0686808094703835,2022.73779970705,0.2729581090072,0.0778812714026647,2022.73779441146,1.2411415558237,0.0617888929359955
2022.73779158916,0.2394893061748,0.0687009686437022,2022.73779989728,0.1846373642342,0.0769976968280821,2022.73779460169,0.3578056158592,0.0628106360040534
2022.73779231864,0.4952105246611,0.0681551015422402,2022.73780088016,0.0894233883316,0.0757246112194718,2022.7377951724,0.287405813451,0.0622759210361405
2022.73779250887,0.3156958825997,0.0682810427779192,2022.73780189499,0.109582792177,0.208606825853869,2022.73779542604,0.394513701878,0.0634179135075853
2022.73779257228,0.3449803569316,0.131671077351286,2022.73780221204,0.1186293765244,0.130821878922066,2022.7377957431,0.3892724468904,0.0620654745050819
2022.73779269911,0.3496590316848,0.0864345289274556,2022.73780246569,0.0911764313723,0.0761863927241239,2022.73779587017,0.4253265181688,0.0617129296983526
2022.73779288934,0.3594726552819,0.0699942311355604,2022.7378025291,0.0858356384952,0.0755265576472246,2022.7377960604,0.4661034439688,0.0620263009653481
2022.73779333322,0.3544674283363,0.0680009879869027,2022.7378030998,0.0323699836609,0.0756234145066979,2022.73779761398,0.5431374477453,0.0611775800153732
2022.73779396758,0.3189169255934,0.0674454222938342,2022.73780348052,0.0220496047693,0.0760005335400879,2022.73779780446,0.4434558210053,0.0611067392443612
2022.7377940944,0.3043027535249,0.0679799028243379,2022.73780367075,0.2292070551554,0.108857184149851,2022.73779799469,0.5721041187701,0.0609851412030226
2022.73779434805,0.2602587769438,0.0679902484573039,2022.73780379757,0.2437243482754,0.108857184149851,2022.73779831175,0.6403853060577,0.0612514258606426
